ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop
57285	13	329	3	70555	Moniales Claustrales	1663	Ulf the Hermit	102	Monks	121
73496	204	309	1	71153	v01	2444	VovaUzh	159	WHEV	84
87013	104	292	1	70884	03 A Path Beyond	455	Hear No Evil	0		115
88630	119	290	3	71260	02	2571	Omanyte	4	Pokédex	16
94148	30	283	2	70553	Afg village	1463	shoaib	24	•••	95
95015	96	282	1	70287	02 Survivors Enclave	455	Hear No Evil	0		312
111246	307	262	1	70628	02	1918	jbwmddwu2207	0		129
114260	117	258	3	71017	letmælk	34	Slowpoke	4	Pokédex	28
115866	121	256	3	70214	Surmælk	34	Slowpoke	4	Pokédex	259
118037	-111	253	3	70452	00 Mad Gods	866	Alphabet	12	Outlaws	134
118149	1	253	1	71269	02 Protect	758	Alakazam	4	Pokédex	38
118721	-228	252	3	70528	New village	10	McGyver	43	Vikings	82
119751	1	251	1	70207	01 Psychic	758	Alakazam	4	Pokédex	195
128748	187	240	1	70440	New village	1767	Haunter	4	Pokédex	217
129363	1	239	2	70882	02 Growl	33	Kangaskhan	4	Pokédex	125
130303	140	238	2	71032	0.2 Quick Attack	32	Arcanine	4	Pokédex	151
130304	141	238	2	70181	0.1 Arcanine	32	Arcanine	4	Pokédex	283
130965	1	237	2	70187	01 Tailwhip	33	Kangaskhan	4	Pokédex	395
140579	3	225	3	71275	03 STRING SHOT	196	Kakuna	4	Pokédex	100
140584	8	225	3	70168	02 STRUGGLE	196	Kakuna	4	Pokédex	327
150269	81	213	2	70223	00 Viridian City	1063	Cubone	4	Pokédex	326
150270	82	213	2	70779	01 Viridian Forest	1063	Cubone	4	Pokédex	115
155693	-102	206	1	70404	000	1259	Donatello	84	HA	236
158177	-21	203	1	70532	New village	614	kouter	12	Outlaws	132
164165	360	196	1	70638	123	1919	cheng0v0	0		82
165507	100	194	3	70172	00 - The Void	11	Nidorina	4	Pokédex	350
165523	116	194	2	70217	00 GoO	48	Gyarados	4	Pokédex	356
166091	-117	193	1	70419	II	747	Galaxidos	12	Outlaws	269
166308	100	193	3	70672	01 - Nothingness	11	Nidorina	4	Pokédex	306
166325	117	193	2	70853	02 GoO	48	Gyarados	4	Pokédex	161
171017	3	187	2	70163	00 Fire Blast	27	Charmander	4	Pokédex	354
171019	5	187	2	70841	01 Flamethrower	27	Charmander	4	Pokédex	192
174428	210	183	1	70823	03	15	Mewtwo	4	Pokédex	192
174430	212	183	1	70170	02	15	Mewtwo	4	Pokédex	301
179844	19	176	1	70604	00 New Hope	2280	Inseminator	0		221
182205	-23	173	1	70173	01 Marowak´s Bone	69	Marowak	4	Pokédex	295
182418	190	173	2	70876	C	22	Snorlax	4	Pokédex	182
182988	-41	172	1	71214	02 Marowak´s Skull	69	Marowak	4	Pokédex	32
183219	190	172	2	70152	B	22	Snorlax	4	Pokédex	263
187933	98	166	1	70197	00 :)	836	Beedrill	4	Pokédex	166
194416	173	158	3	71144	03 Go	122	Primeape	4	Pokédex	86
195217	173	157	3	70183	02 Pokeball	122	Primeape	4	Pokédex	299
201522	70	149	3	71060	01 Mt. Silver	190	Onix	4	Pokédex	118
202322	69	148	3	70117	00 Victory Road	190	Onix	4	Pokédex	343
203090	36	147	2	70161	02 Purple Heart	45	Squirtle	4	Pokédex	263
203890	35	146	2	70970	03 Attitude Adjuster	45	Squirtle	4	Pokédex	137
203967	112	146	2	70335	Articuno	1125	Moltres	4	Pokédex	188
204767	111	145	2	71298	Munchlax	1125	Moltres	4	Pokédex	51
205560	103	144	3	70505	New village	1984	Bi2	0		38
207848	-12	141	3	70617	A2	572	Esgoba	159	WHEV	169
211474	-391	136	1	70665	Big bad hammer	1999	Erwin	0		144
225312	-170	119	1	70308	Goldman Sachs	1211	Yusuf	12	Outlaws	257
225313	-169	119	1	71173	JP Morgan	1211	Yusuf	12	Outlaws	67
227809	-76	116	1	70288	New village	1292	mirzas	0		3
228630	-56	115	3	70381	Village 02	80	Grand Papa	12	Outlaws	278
230238	-50	113	1	71002	V01	2544	Roman	161	Noobland	179
231280	191	112	2	70834	01 ORAVA	272	Electabuzz	4	Pokédex	227
231283	194	112	2	70155	00 KARHU	272	Electabuzz	4	Pokédex	216
232634	-57	110	3	70389	ZZ Tops 02	144	ZZ Top	12	Outlaws	278
232640	-51	110	3	70174	GwinnBleidd 01	4	GwinnBleidd	12	Outlaws	404
234311	18	108	2	70486	bw	570	MBB	0		100
235116	22	107	3	70775	New village	2373	Rubbersponge	0		10
236593	-103	105	2	70165	Montis Fortis	293	nyoman	12	Outlaws	415
238999	-100	102	2	70699	Montis Fortis II	293	nyoman	12	Outlaws	359
239279	180	102	3	70399	Fujitsu 0.1	829	koffing	4	Pokédex	183
240601	-100	100	5	8	WW Village	1	Natars	0		238
240701	0	100	5	9	WW Village	1	Natars	0		238
240777	76	100	2	70153	02 Sleep Powder	68	Paras	4	Pokédex	307
240801	100	100	5	2	WW Village	1	Natars	0		238
241578	76	99	2	71207	03 Stun Spore	68	Paras	4	Pokédex	141
241618	116	99	3	70237	2.0	42	Tauros	4	Pokédex	246
243079	-25	97	1	70482	00-Dragon s Capital	2268	Drag0n	12	Outlaws	205
244679	-27	95	3	70626	Agteros	1700	Johanthegaul	12	Outlaws	91
244891	185	95	1	70571	GermániPřekročiliRýn	1331	Eruano	151	TTT	52
245508	1	94	3	70533	BPR	1769	derzis	159	WHEV	154
245536	29	94	1	70697	01 - Espeon	29	Eevee	4	Pokédex	278
245537	30	94	1	70107	00 - Vaporeon	29	Eevee	4	Pokédex	352
247080	-29	92	3	70175	02	596	Bloodanthem	12	Outlaws	362
247296	187	92	1	70584	U Vyndaného Jezdce	1391	Legion master	151	TTT	76
247885	-25	91	3	70758	03	596	Bloodanthem	12	Outlaws	206
247888	-22	91	3	70294	Montreal	1082	sughra	0		37
249485	-27	89	2	70568	00	1897	Night Hunter	12	Outlaws	128
250316	3	88	3	70565	00	2358	hoyt	159	WHEV	297
252062	147	86	1	70309	B02	621	Magnetic	24	•••	239
253574	57	84	1	70809	Edron	2489	Fyrennix	24	•••	48
255061	-58	82	1	70295	Helium Vex	647	Vex Hallow	12	Outlaws	333
255075	-44	82	3	70263	Salabybiskis	460	SunFizz	12	Outlaws	307
255978	58	81	3	71322	New village	2467	Kris	0		3
256778	57	80	3	71218	02 Cresa FF	2468	Cresa	24	•••	16
256779	58	80	1	70346	02 California	681	Crescent	24	•••	173
256826	105	80	1	70313	New village	185	Pikachu	4	Pokédex	121
258266	-57	78	2	70240	Tanque 2	879	besouro1977	12	Outlaws	251
258516	193	78	1	70209	02	37	Imperians	0		154
259885	-40	76	3	71229	N1	946	höchi	0		20
260641	-85	75	3	70937	Bn 2	2466	qwert	0		76
261471	-56	74	2	71036	Tanque 3	879	besouro1977	12	Outlaws	74
261596	69	74	1	70631	Hell-2	1145	Totozz	24	•••	232
263920	-10	71	1	71315	Electric_23`s village	3813	Electric_23	0		12
263923	-7	71	1	71212	HouseOfChaos`s village	3601	HouseOfChaos	0		8
263928	-2	71	3	71202	maticol`s village	3589	maticol	0		10
263930	0	71	3	71233	vonexab555`s village	3644	vonexab555	0		8
263934	4	71	3	71231	Adrelina	3628	tpoikela	0		15
263937	7	71	2	71228	SYK`s village	3623	SYK	0		8
263969	39	71	2	70265	00 Altaïr	538	assox	24	•••	209
264714	-17	70	3	71314	VampireHunterD`s village	3812	VampireHunterD	0		8
264728	-3	70	3	71108	Good Village	3396	tolgaunal	178	F&B	105
264730	-1	70	3	71098	GIORGIARM`s village	3386	GIORGIARM	0		15
264734	3	70	1	71065	laleh`s village	2962	laleh	0		11
264736	5	70	1	71161	Bozzobabbi`s village	3483	Bozzobabbi	0		8
264739	8	70	2	71156	Hyrule	3474	Dkmk	0		63
264747	16	70	2	70403	02 Drew Mcintyre	1251	Parma	24	•••	123
264768	37	70	2	71311	02 Al Mualim	538	assox	24	•••	42
264787	56	70	2	70279	Majoras	1140	Generolas	24	•••	307
264788	57	70	2	71100	New village	1140	Generolas	24	•••	159
265522	-10	69	3	71130	Mohendran`s village	3442	Mohendran	0		8
265524	-8	69	1	70982	01 Bitola	3167	Great Macedonia	178	F&B	151
265539	7	69	3	71000	texz`s village	3205	texz	0		14
265542	10	69	1	71096	No7R1cA`s village	3383	No7R1cA	0		17
265544	12	69	2	71038	Feller`s village	3286	Feller	0		39
266268	-65	68	3	70630	James Cameron	2253	goonieespa	12	Outlaws	51
266313	-20	68	3	71216	Freeport7	3605	Vern	0		88
266317	-16	68	3	71122	G00	3431	Grit	0		12
266324	-9	68	1	70976	[00] Las Cañas	3152	Pili	0		89
266336	3	68	1	70911	Wakarya	2988	gauchoj	178	F&B	137
266338	5	68	3	70908	1.智	2985	Sun Tzu22	0		58
266341	8	68	1	70907	VeryBigPanda	2984	VeryBigPanda	0		58
266349	16	68	3	71146	The Black Chamber	3462	The Red Death	178	F&B	134
266352	19	68	3	71224	kitsinae`s village	3619	kitsinae	0		8
266363	30	68	3	71083	Oops	2537	minde	24	•••	108
267107	-27	67	3	71300	krystek0216`s village	3794	krystek0216	0		8
267109	-25	67	2	71230	Hypnotik`s village	3627	Hypnotik	0		10
267113	-21	67	1	71040	01	3288	block	0		74
267117	-17	67	1	70991	Noob Supremo`s village	3186	Noob Supremo	0		12
267132	-2	67	3	70781	Hraz`s village	2737	Hraz	0		12
267138	4	67	3	70797	Kolo`s village	2772	Kolo	0		8
267144	10	67	1	70900	Estate I	2967	peekay	0		151
267146	12	67	3	70896	s.keranov`s village	2959	s.keranov	0		8
267149	15	67	3	70998	Elis`s village	3173	Elis	0		15
267151	17	67	2	70944	Gorgan	3041	lvlunster	178	F&B	101
267156	22	67	2	71237	Falador	3653	dymko	0		79
267909	-26	66	2	71180	הכפר של אילן	3527	ilan	0		11
267915	-20	66	3	70988	Parsifal68`s village	3184	Parsifal68	0		11
267919	-16	66	2	70886	torpapa1992`s village	2942	torpapa1992	0		8
267925	-10	66	3	70778	biwolf	2732	biwolf	0		13
267928	-7	66	1	70716	Marsa	2644	boooum	163	LoH	226
267935	0	66	1	70728	Nidhogg1	2660	Nidhogg	0		175
267942	7	66	3	70727	helicik146`s village	2659	helicik146	0		8
267944	9	66	3	70789	Du30 kamay na bakal	2756	cebubasketball	159	WHEV	164
267946	11	66	1	70786	Hameddayi`s village	2746	Hameddayi	0		11
267948	13	66	3	70748	Dsrf	2690	Dsrf	0		8
