ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop	Pop_d-1	difference1	Pop_d-2	difference2	distance	links
322369	-34	-2	1	295	Oldmann	203	Ghost Devil	0		145	145	0	145	0	3.2	https://ts81.travian.com/karte.php?x=-34&y=-2
322367	-36	-2	1	498	THC`s village	251	THC	0		24	24	0	24	0	5.1	https://ts81.travian.com/karte.php?x=-36&y=-2
316762	-34	5	3	283	maestro zen`s village	193	maestro zen	3	IN	29	29	0	29	0	6.7	https://ts81.travian.com/karte.php?x=-34&y=5
319161	-38	2	1	611	Zardy`s Spawn	376	Zardy	0		447	447	0	389	58	7.6	https://ts81.travian.com/karte.php?x=-38&y=2
317560	-37	4	2	516	istanbul	327	TURK	0		32	32	0	32	0	7.8	https://ts81.travian.com/karte.php?x=-37&y=4
315163	-31	7	2	143	Wasil`s village	141	Wasil	0		11	11	0	11	0	8.0	https://ts81.travian.com/karte.php?x=-31&y=7
327980	-30	-9	2	69	Droken`s village	95	Droken	0		262	262	0	262	0	8.1	https://ts81.travian.com/karte.php?x=-30&y=-9
315165	-29	7	1	22	Rivendell	11	Xtinction	0		157	157	0	157	0	8.2	https://ts81.travian.com/karte.php?x=-29&y=7
327172	-37	-8	3	571	AFK`s village	360	AFK	0		15	15	0	15	0	9.2	https://ts81.travian.com/karte.php?x=-37&y=-8
313562	-30	9	2	72	Dark-Knight`s village	101	Dark-Knight	0		71	71	0	71	0	10.0	https://ts81.travian.com/karte.php?x=-30&y=9
314356	-37	8	1	621	ja doso nako	383	ja doso nako	0		17	17	0	17	0	10.8	https://ts81.travian.com/karte.php?x=-37&y=8
324765	-41	-5	5	873	Natars -41|-5	1	Natars	0		24	30	-6	30	-6	10.8	https://ts81.travian.com/karte.php?x=-41&y=-5
312757	-34	10	2	318	49ers`s village	227	49ers	0		425	425	0	425	0	11.4	https://ts81.travian.com/karte.php?x=-34&y=10
330378	-35	-12	5	533	Natars -35|-12	1	Natars	0		34	34	0	45	-11	11.7	https://ts81.travian.com/karte.php?x=-35&y=-12
311958	-32	11	5	238	Natars -32|11	1	Natars	0		68	68	0	90	-22	12.0	https://ts81.travian.com/karte.php?x=-32&y=11
317555	-42	4	1	896	00	617	Asmodeus	0		61	61	0	61	0	12.1	https://ts81.travian.com/karte.php?x=-42&y=4
329574	-38	-11	1	791	marius1024`s village	401	marius1024	0		37	37	0	37	0	12.2	https://ts81.travian.com/karte.php?x=-38&y=-11
331180	-34	-13	1	500	Fin12`s village	312	Fin12	0		28	28	0	28	0	12.4	https://ts81.travian.com/karte.php?x=-34&y=-13
311158	-31	12	3	146	pazor	140	pazor	0		141	141	0	141	0	13.0	https://ts81.travian.com/karte.php?x=-31&y=12
331983	-32	-14	1	483	pepa`s village	296	pepa	0		8	8	0	8	0	13.0	https://ts81.travian.com/karte.php?x=-32&y=-14
311156	-33	12	1	361	babulko`s village	238	babulko	0		30	30	0	30	0	13.2	https://ts81.travian.com/karte.php?x=-33&y=12
311953	-37	11	3	644	selow`s village	391	selow	0		12	12	0	12	0	13.4	https://ts81.travian.com/karte.php?x=-37&y=11
327166	-43	-8	1	1040	Staffanstorp	696	Superhoops	0		88	88	0	88	0	13.9	https://ts81.travian.com/karte.php?x=-43&y=-8
310361	-27	13	2	29	Dafo`s village	26	Dafo	0		10	10	0	10	0	14.6	https://ts81.travian.com/karte.php?x=-27&y=13
311151	-38	12	2	755	Octopus`s village	478	Octopus	0		19	19	0	19	0	14.8	https://ts81.travian.com/karte.php?x=-38&y=12
313550	-42	9	3	965	Avernus	641	malicyan	0		88	88	0	69	19	14.9	https://ts81.travian.com/karte.php?x=-42&y=9
333589	-28	-16	1	128	Di Maleno`s village	94	Di Maleno	0		12	12	0	12	0	15.3	https://ts81.travian.com/karte.php?x=-28&y=-16
324760	-46	-5	2	1322	Odin`s village	894	Odin	0		14	14	0	14	0	15.5	https://ts81.travian.com/karte.php?x=-46&y=-5
319152	-47	2	2	1357	dino`s village	927	dino	0		22	22	0	22	0	16.3	https://ts81.travian.com/karte.php?x=-47&y=2
334384	-34	-17	1	673	King Milo`s village	412	King Milo	0		22	22	0	22	0	16.3	https://ts81.travian.com/karte.php?x=-34&y=-17
308750	-36	15	1	703	barbar`s village	454	barbar	0		54	54	0	54	0	16.8	https://ts81.travian.com/karte.php?x=-36&y=15
325560	-47	-6	3	1435	Limitless`s village	958	Limitless	0		12	12	0	12	0	16.8	https://ts81.travian.com/karte.php?x=-47&y=-6
307952	-33	16	1	535	Hallowfell	326	Shadow	0		83	83	0	83	0	17.1	https://ts81.travian.com/karte.php?x=-33&y=16
308748	-38	15	3	843	Colin the great`s village	520	Colin the great	0		8	8	0	8	0	17.5	https://ts81.travian.com/karte.php?x=-38&y=15
315147	-47	7	3	1474	Kani`s village	966	Kani	0		11	11	0	11	0	17.9	https://ts81.travian.com/karte.php?x=-47&y=7
319150	-49	2	3	1568	Khalstad	1102	Khal	0		70	70	0	70	0	18.2	https://ts81.travian.com/karte.php?x=-49&y=2
323154	-50	-3	3	1748	Montecristo`s Villa	637	Montecristo	0		67	67	0	60	7	19.1	https://ts81.travian.com/karte.php?x=-50&y=-3
332772	-44	-15	1	1318	EAV`s village	889	EAV	0		33	33	0	33	0	19.1	https://ts81.travian.com/karte.php?x=-44&y=-15
336788	-33	-20	1	741	01 Alderaan	488	tisse	0		201	201	0	189	12	19.1	https://ts81.travian.com/karte.php?x=-33&y=-20
319187	-12	2	5	13	WW Village	1	Natars	0		238	238	0	238	0	19.2	https://ts81.travian.com/karte.php?x=-12&y=2
334375	-43	-17	3	1278	00	854	Souxie	0		164	164	0	152	12	20.0	https://ts81.travian.com/karte.php?x=-43&y=-17
337591	-31	-21	1	517	Oxford`s village	329	Oxford	0		8	8	0	8	0	20.0	https://ts81.travian.com/karte.php?x=-31&y=-21
336783	-38	-20	1	1033	aragorn`s village	710	aragorn	0		8	8	0	8	0	20.2	https://ts81.travian.com/karte.php?x=-38&y=-20
337587	-35	-21	2	821	ELITExDRAGONZ`s village	541	ELITExDRAGONZ	0		11	11	0	11	0	20.4	https://ts81.travian.com/karte.php?x=-35&y=-21
317546	-51	4	1	1904	simba`s village	1311	simba	0		28	28	0	28	0	20.6	https://ts81.travian.com/karte.php?x=-51&y=4
305545	-37	19	2	899	totolala`s village	613	totolala	0		8	8	0	8	0	20.9	https://ts81.travian.com/karte.php?x=-37&y=19
337585	-37	-21	1	1003	Zeus`s village	677	Zeus	0		39	39	0	39	0	20.9	https://ts81.travian.com/karte.php?x=-37&y=-21
304750	-31	20	3	536	Raggedyman`s village	325	Raggedyman	0		12	12	0	12	0	21.0	https://ts81.travian.com/karte.php?x=-31&y=20
321550	-52	-1	1	2100	Anthem	1435	Rush	0		26	26	0	26	0	21.0	https://ts81.travian.com/karte.php?x=-52&y=-1
328761	-50	-10	2	1901	Alarico`s village	1303	Alarico	0		8	8	0	8	0	21.0	https://ts81.travian.com/karte.php?x=-50&y=-10
